id,timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1,1747532988070,-0.464929055,0.197442315,0.932054625,-1.1006845215,1.00268017,1.43730802
2,1747532988080,-0.55413197,-0.448089105,0.45431256,-0.86153265,0.66179555,1.72572835
3,1747532988090,-0.5313125999999999,-0.93059028,-0.0530824475,0.3619236,-0.5661880499999999,0.60267335
4,1747532988100,-0.44613665,-0.87079626,0.08346757,0.200269715,-0.833036815,0.47271111
5,1747532988110,-0.422219,-0.878118,0.08102701,0.113983296,-1.0679276,0.3190467
6,1747532988120,-0.3975692349999999,-0.87616555,0.070532548,0.090281163,-1.09855395,0.2876214
7,1747532988130,-0.345096945,-0.86933195,0.0420998765,0.020772658,-1.1387677,0.222906585
8,1747532988140,-0.28969595,-0.8629864700000001,0.0184263215,-0.078030622,-1.1337077,0.14993597
9,1747532988150,-0.20732663,-0.87043017,0.066505603,-0.207460265,-1.05194865,-0.02130529
10,1747532988160,-0.15326795,-0.89080894,0.21330604,-0.288686685,-0.95714012,-0.22823291
11,1747532988170,-0.17425688,-0.899595,0.25870067,-0.27217507,-0.87511474,-0.4362258
12,1747532988180,-0.18633771,-0.90276775,0.256626185,-0.257794,-0.82398207,-0.5041363999999999
13,1747532988190,-0.215746605,-0.9076489,0.25479575,-0.233026605,-0.7499462,-0.608266
14,1747532988200,-0.3048275,-0.9266854,0.29116032,-0.18056233,-0.69029135,-0.65513766
15,1747532988210,-0.31312545,-0.92558712,0.2981159399999999,-0.169110735,-0.66472501,-0.6293049799999999
16,1747532988220,-0.32679266,-0.92082804,0.3099527,-0.13848437,-0.5587312,-0.5305017
17,1747532988230,-0.33289409,-0.92912597,0.31312545,-0.1190432999999999,-0.52011536,-0.4940164
18,1747532988240,-0.347415495,-0.9532876,0.3265485999999999,-0.0580569145,-0.46152581,-0.43169843
19,1747532988250,-0.38011916,-0.9831846,0.3704789,0.1195759255,-0.46259108,-0.35579833
20,1747532988260,-0.4249037,-0.9608534,0.39586085,0.4293016,-0.45167214,-0.20719394
21,1747532988270,-0.41745994,-0.93962045,0.3575438749999999,0.473243735,-0.4175836699999999,-0.170442315
22,1747532988280,-0.36840442,-0.87799598,0.278103235,0.50120692,-0.283892975,-0.0751011445
23,1747532988290,-0.32581642,-0.8437059,0.29140437,0.45220476,-0.25353295,0.017044231
24,1747532988300,-0.34119204,-0.8427297,0.3360668,0.4250405,-0.31318775,0.04261058
25,1747532988310,-0.3527847549999999,-0.83845865,0.35119837,0.41598575,-0.32410671,0.05486112
26,1747532988320,-0.366329935,-0.82991665,0.37377368,0.40639838,-0.34301515,0.086819055
27,1747532988330,-0.34607319,-0.80843965,0.39085768,0.40346891,-0.3528688399999999,0.129962265
28,1747532988340,-0.30470547,-0.79062345,0.39622694,0.38136468,-0.2993393,0.17390442
29,1747532988350,-0.2511349,-0.7907455,0.3917119,0.35659728,-0.19893813,0.186154965
30,1747532988360,-0.22258021,-0.8049008,0.38170552,0.3435478,-0.10918961,0.12410331
31,1747532988370,-0.20549619,-0.8175918,0.36242503,0.32650355,-0.08948222,0.06338324
32,1747532988380,-0.20549619,-0.8175918,0.36242503,0.32650355,-0.08948222,0.06338324
33,1747532988390,-0.222946295,-0.8227169999999999,0.34717144,0.2809635,-0.10040118,0.0247674009999999
34,1747532988400,-0.25796852,-0.85175985,0.31483385,0.24820662,-0.22796659,-0.043675844
35,1747532988410,-0.2585786599999999,-0.84492621,0.31519994,0.25672874,-0.255130835,-0.05699165
36,1747532988420,-0.23917611,-0.810025985,0.346439265,0.27803403,-0.2684466399999999,-0.085221158
37,1747532988430,-0.217943135,-0.7806171,0.37255339,0.32543829,-0.299871935,-0.10918961
38,1747532988440,-0.25162303,-0.7905014,0.36144876,0.37550572,-0.43569317,-0.08522116
39,1747532988450,-0.30214286,-0.79562664,0.33704305,0.37071204,-0.48363006,0.014913702
40,1747532988460,-0.3328941,-0.7968469,0.3082443,0.34807517,-0.4631237299999999,0.097205381
41,1747532988470,-0.29555333,-0.8161274,0.31361356,0.2146508,-0.36645097,0.5400891
42,1747532988480,-0.25882271,-0.80136197,0.32227759,0.17496969,-0.332895145,0.5946838999999999
43,1747532988490,-0.1809684449999999,-0.77427164,0.34436476,0.0921453714999999,-0.27537086,0.6543387
44,1747532988500,-0.05027579,-0.74242216,0.39024755,-0.06977482,-0.19867182,0.48735848
45,1747532988510,-0.0025626,-0.7369308800000001,0.4094060499999999,-0.116113825,-0.18881813,0.362722545
46,1747532988520,0.08688438,-0.7399815999999999,0.44699085,-0.2450108299999999,-0.124635948,-0.0804274699999999
47,1747532988530,0.13642801,-0.7577977499999999,0.4696881499999999,-0.360592025,-0.0487358495,-0.5584648999999999
