timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,id
1747533773860,2.7946995,-0.385610444485,1.8566655,-0.84129259,1.09296138,0.16218655,1
1747533773870,5.89203,-0.77024466,2.7773714,-0.213851825,1.32731955,-4.37584005,2
1747533773880,5.9188763,-0.81112428,2.5473474,0.5949502,0.94542223,-8.1434145,3
1747533773890,5.6953197,-0.9288819,2.0491047,0.5454154,1.5041534,-8.718657,4
1747533773900,5.410993,-1.0782449,1.8809491,0.49215218,2.0543625,-9.048356,5
1747533773910,4.86674545,-1.65348785,1.7618493000000002,0.8799084500000001,2.9286784,-9.27126275,6
1747533773920,4.7649736,-1.7313421,1.790648,1.0492855,2.914031,-9.3231945,7
1747533773930,4.485284,-1.7960173,1.8836339,1.5089471,2.4474452,-9.406285,8
1747533773940,4.2902827,-1.8467811,2.0476403,3.02055725,0.80054625,-9.5708685,9
1747533773950,3.5780014,-1.8550791,2.2774203,4.3087283,-0.51638695,-9.647834,10
1747533773960,3.35859395,-1.8299412,2.2112809,4.7148604,-0.8841695,-9.63585,11
1747533773970,3.2710993,-1.8160299,2.147704,5.4115434,-1.4130733,-9.616674,12
1747533773980,3.20325135,-1.80333895,2.02140425,5.67013645,-1.56460715,-9.624664,13
1747533773990,2.988237,-1.7642899,1.6124862,6.268016,-1.8764633,-9.65609,14
1747533774000,2.668766,-1.7022992,1.0706791,6.4874606,-2.0847225,-9.604424,15
1747533774010,2.7532098,-1.6591012,0.7641432,6.322345,-2.1502364,-9.720006,16
1747533774020,2.7278279000000003,-1.6304245000000002,0.57402262,6.015815,-2.06128675,-9.84490825,17
1747533774030,2.5474696000000003,-1.5994292,0.17425687,4.957208250000001,-1.7739316,-9.958624749999998,18
1747533774040,2.2321477,-1.586128,-0.107385196,3.4157705,-1.3406353,-9.731191,19
1747533774050,2.0408068,-1.5522041,-0.11006982,2.644519,-1.1456919,-9.413742,20
1747533774060,1.9304928,-1.5207207,-0.029042812,1.69616735,-0.98829905,-8.793225,21
1747533774070,1.8992535,-1.4787428,0.122760795,1.4370418,-0.9555422,-8.566856,22
1747533774080,1.8619128,-1.3169329,0.4698102,1.2231899,-0.9126653,-8.1178475,23
1747533774090,1.9724706,-1.2324891,0.6662763,1.149953,-0.94755274,-7.222493,24
1747533774100,2.1982236,-1.1172941,0.818568,1.4769892,-1.0407634,-7.021691,25
1747533774110,2.2841318,-1.0506665,0.84199744,1.8722023,-1.1334413,-6.9140987,26
1747533774120,2.2787626,-1.0440769,0.73583263,2.511361,-1.2857742,-6.7772126,27
