timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,id
1747533628760,0.14594623,0.016107777,0.9266854,0.22104238,0.12250541,0.072970614,1
1747533628770,0.17254847,-0.40342662,0.9715919,0.9731191,0.36591834,-0.08468852,2
1747533628780,-2.0818083,-2.2541127,1.7711234,0.588026,5.0988884,-4.221643,3
1747533628790,-2.2553332,-2.3998148,1.8877828,0.624245,4.7329698,-4.188087,4
1747533628800,-2.289989,-2.7410069,1.9463564,0.5320996100000001,4.5422876,-4.241883,5
1747533628810,-2.29755485,-2.92722265,1.9620982,0.165382305,4.0192429,-4.4738445,6
1747533628820,-2.4103093,-3.4634163,2.3170795,-0.5368933,3.2719598,-5.073322,7
1747533628830,-2.7358818,-3.7377367,2.54088,-0.7392935,2.781938,-6.160424,8
1747533628840,-2.8635237,-3.6640313,2.707571,-0.70840085,2.487925,-6.7207537,9
1747533628850,-3.095134,-3.4424274,2.7307565,-0.88683265,2.1081583,-7.139935,10
1747533628860,-3.334066,-3.1966617,2.6736472,-1.3305153,1.6671388,-7.318367,11
1747533628870,-3.7013721,-2.7166011,2.596769,-2.7297401,1.0375676,-7.1623054,12
1747533628880,-3.6803832,-2.6565633,2.6077516,-3.5441349,0.78776306,-6.9844065,13
1747533628890,-3.5114956,-2.669742,2.6455805,-3.991546,0.65034395,-7.1250215,14
1747533628900,-3.461952,-2.6421638,2.6792605,-4.153466,0.56618804,-7.3631077,15
1747533628910,-3.4143608,-2.5811496,2.7175775,-4.0533314,0.5550028,-7.522365,16
1747533628920,-3.150535,-2.3256216,2.6358182,-3.7795582,0.5581986,-7.5335503,17
1747533628930,-2.9216092,-2.1877291,2.5164742,-3.099387,0.25992453,-7.3375416,18
1747533628940,-2.8287455,-2.11890495,2.43825385,-2.9523805000000003,0.1541970309999999,-7.294131999999999,19
1747533628950,-2.6481433,-1.9585594,2.289623,-2.68180325,-0.0575242839999999,-7.1849425,20
1747533628960,-2.2355645,-1.4999758,1.8150537,-2.43279765,-0.314253015,-6.930877000000001,21
1747533628970,-2.1203694,-1.3679409,1.4907017,-2.5459821,-0.42663842,-6.648848,22
1747533628980,-2.0749748,-1.244936,1.2866699,-2.9534457,-0.42557314,-6.5934544,23
1747533628990,-2.046176,-1.2173575,1.147069,-3.5494611,-0.48842376,-6.6706862,24
1747533629000,-2.0454438,-1.2100358,1.0853225,-4.206197,-0.73769563,-6.9013157,25
1747533629010,-2.08913,-1.1687901,1.0418804,-5.012335500000001,-0.91319797,-7.3367425,26
1747533629020,-2.242398,-0.9410847,1.0152781,-5.25708,-0.86179894,-7.484548,27
1747533629030,-2.293406,-0.80514485,0.97744924,-5.10528,-0.4612595,-7.4419374,28
1747533629040,-2.30207,-0.759628175,0.9546299,-4.8900965,-0.11717909,-7.409446949999999,29
1747533629050,-2.32464525,-0.697515635,0.91985175,-4.2908854,0.6679208,-7.3322153,30
1747533629060,-2.4620495,-0.5357057,1.0762925,-3.4072483,0.8314389,-7.0451264,31
1747533629070,-2.4395962,-0.44101146,1.1824573,-2.8565066,0.6045376,-6.8757496,32
1747533629080,-2.4054282,-0.32996538,1.1534146,-2.3233418,0.32650355,-6.679741,33
1747533629090,-2.3896866,-0.2923805699999999,1.1053353,-2.1084247,0.18002969,-6.5630945,34
1747533629100,-2.3092697,-0.17328064,0.9405966,-1.5952336,-0.28016454,-6.2019696,35
1747533629110,-2.3034123500000003,-0.1165373335,0.8660371499999999,-1.52412715,-0.381630985,-6.0791978,36
1747533629120,-2.4969497,0.119588055,0.40318257,-1.8700718,-0.33449304,-5.293832,37
1747533629130,-2.4283698,0.14130914,0.34290043,-2.3446472,-0.35952675,-5.1739893,38
1747533629140,-2.271685,0.12202863,0.38805103,-2.8421257,-0.6279734,-5.245895,39
1747533629150,-2.246059,0.15741692,0.46078008,-3.2458608,-0.83250415,-5.3348446,40
1747533629160,-2.2542348,0.200126945,0.521672365,-3.3550504,-0.8681905249999999,-5.3292518,41
1747533629170,-1.9846735,0.33582276,0.7492558,-3.4956653,-0.81918836,-5.232579,42
1747533629180,-1.8743596,0.36730617,0.7919658,-3.4013894,-1.0167949,-5.289038,43
1747533629190,-1.8550792,0.46761367,0.737541,-3.2698293,-1.1883025,-5.2395034,44
1747533629200,-1.79016,0.60721445,0.60819066,-3.123888,-1.1062771,-5.0072756,45
1747533629210,-1.6598334,0.80294836,0.45736328,-3.0652986,-0.87138635,-4.7207193,46
1747533629220,-1.223703,1.1863623,0.36632994,-3.0887344,-0.6114618,-4.397412,47
1747533629230,-1.0262607,1.462147,0.3829258,-3.3145704,-0.19228023,-3.9446743,48
1747533629240,-0.77659017,1.8389714,0.3333822,-3.4064494,-0.160854935,-3.8663774,49
1747533629250,-0.61136341,1.9833312,0.37108905,-3.5718317,-0.184823385,-3.74600245,50
1747533629260,-0.0622346,2.4244647,0.5789038,-3.6096487,-0.5699165,-3.746535,51
1747533629270,0.13374338,3.2689025,0.7494998,-2.0516994,-0.69029135,-2.9358687,52
1747533629280,0.31898284,3.6047254,0.88007045,-0.79735047,-0.360592,-2.283927,53
1747533629290,0.7065457,3.6862407,0.88226694,0.40959418,-0.23595607,-1.7827201,54
1747533629300,1.0047837,3.888564,0.4249037,1.7694043,-0.45060685,-0.99762017,55
1747533629310,0.93778998,4.025602,0.293112775,1.9686087,-0.5704491,-0.34674358,56
