id,timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1,1747532652640,0.05051985,0.25821257,0.9169231,0.00958738,0.16458336,0.18695392
2,1747532652650,-0.995753563,0.8424856000000001,0.333504215,0.54195328,-0.320111975,3.010437215
3,1747532652660,-1.9973645,1.3960074,-0.17352471,0.6679208,0.24554345,6.4698834
4,1747532652670,-2.1413581,1.4548253,-0.09005712,0.7590009,-0.01917476,6.539126
5,1747532652680,-2.2764440500000003,1.47422775,0.1184897955,1.22745095,-0.60560285,6.6246132
6,1747532652690,-2.3422174,1.4931422,0.22013964,1.6399746,-1.13264245,6.59132385
7,1747532652700,-2.3865138000000004,1.5044909,0.22733932,1.8745991,-1.43863965,6.466954149999999
8,1747532652710,-2.4177531,1.55159395,0.166569065,2.0591562000000003,-1.5851135,6.25097175
9,1747532652720,-2.46827295,1.5980869,0.0538146235,2.1228057500000004,-1.4604776,5.9154134
10,1747532652730,-2.7407628500000003,1.71865115,-0.1023820115,1.84024435,-0.6439524035,5.1561463
11,1747532652740,-3.146142,1.86374315,-0.12825208,1.422927,0.4575310815,4.25200315
12,1747532652750,-3.43229925,1.85312675,0.006955632,1.16167085,1.265800485,3.4887411
13,1747532652760,-3.6380396,1.7046179,0.156196632,0.954743235,1.93318865,2.44877665
14,1747532652770,-3.7230935,1.6076051,0.2328306,0.8167915050000001,2.2229406,1.29908995
15,1747532652780,-3.8399968,1.28056835,0.540708855,0.671382905,1.7172063,-0.1398159999999999
16,1747532652790,-3.79582265,1.15219425,0.672987885,0.52011536,0.76432723,-1.3861754
17,1747532652800,-3.64670345,1.1102164,0.7105726649999999,0.427171035,-0.15632757,-1.98538665
18,1747532652810,-3.552009,1.0936205,0.72338563,0.38562572,-0.6375608,-2.2487733
19,1747532652820,-3.2170405,0.9963637,0.6258848,0.234624495,-1.88125695,-2.829875
20,1747532652830,-2.84790405,0.87189452,0.380485245,-0.11424961,-2.4666198,-3.4698327
21,1747532652840,-2.55454725,0.77292932,0.05979403,-0.5592638400000001,-2.50709995,-4.176103
22,1747532652850,-2.4470399,0.738029135,-0.161687925,-0.89855062,-2.01707825,-4.68902775
23,1747532652860,-2.3998148,0.72631437,-0.24649782,-1.0727214,-1.7129452,-4.9566755
24,1747532652870,-2.0979161,0.620393515,-0.39024754,-1.6157398,-0.28522456,-6.316485699999999
